CustomerID,CustomerName,Gender,BirthDate,SignupDate,City,Latitude,Longitude,ProductCount,TotalBalance,AccountTypes,RecencyDays,Frequency,MonetaryDebit,R_Score,F_Score,M_Score,RFM_Score,IsDormant,ValueSegment,EngagementStage,LastTxnDate
352,Aisha Eze,F,1991-08-26,2026-06-12,Kaduna,10.5105,7.4165,2,364215.31999999995,savings,20,20,1477433.05,3,3,3,333,0,At Risk,Multi-Product,2026-06-27
353,Emmanuel Umeh,F,1991-09-13,2024-05-30,Port Harcourt,4.8156,7.0498,1,426391.37,loan,77,23,947879.33,1,3,2,132,0,Hibernating,Active,2026-05-01
354,Amaka Onyeka,M,1989-06-23,2026-05-03,Abeokuta,7.1475,3.3619,1,493641.46,savings,59,24,1833655.65,2,3,4,234,0,Loyal,Active,2026-05-19
355,Adesuwa Bello,F,1975-08-04,2025-06-27,Calabar,4.9757,8.3417,1,394680.03,savings,9,22,1342528.25,4,3,3,433,0,At Risk,Active,2026-07-08
356,Zainab Nwabueze,M,1988-12-28,2025-07-02,Abuja,9.0765,7.3986,2,393665.13,loan|savings,1,38,2721007.36,5,5,5,555,0,Champions,High Value,2026-07-16
357,Yakubu Adegoke,M,1979-11-11,2026-07-06,Owerri,5.484,7.0351,1,81508.21,savings,450,2,292395.1,1,1,1,111,1,Hibernating,Dormant,2025-04-23
358,Emeka Obi,F,1995-01-01,2025-02-20,Abuja,9.0765,7.3986,2,739717.13,savings,17,40,3193729.24,4,5,5,455,0,Champions,High Value,2026-06-30
359,David Bello,F,1989-02-05,2026-02-18,Lagos,6.5244,3.3792,2,61973.55,current|loan,61,22,1903892.38,2,3,4,234,0,Loyal,High Value,2026-05-17
360,Zainab Adegoke,M,1985-04-19,2025-12-18,Calabar,4.9757,8.3417,1,22635.56,savings,70,8,342488.82,2,1,1,211,0,Hibernating,Active,2026-05-08
361,Adesuwa Adegoke,M,1983-03-04,2024-04-26,Owerri,5.484,7.0351,2,431733.59,current,56,14,854734.5499999999,2,2,2,222,0,Hibernating,Multi-Product,2026-05-22
362,Chinedu Johnson,F,1986-04-25,2024-09-25,Lagos,6.5244,3.3792,1,292117.38,current,6,18,946025.86,5,2,2,522,0,At Risk,Active,2026-07-11
363,Fatima Umeh,F,1989-01-29,2024-07-03,Calabar,4.9757,8.3417,2,389649.91,loan|savings,24,39,2511097.37,3,5,5,355,0,Loyal,High Value,2026-06-23
364,David Mohammed,F,1983-12-26,2023-12-05,Port Harcourt,4.8156,7.0498,2,167626.67,current|loan,2,12,415529.44999999995,5,1,1,511,0,At Risk,Multi-Product,2026-07-15
365,Ngozi Balogun,M,1972-05-09,2024-09-29,Lagos,6.5244,3.3792,2,384284.78,savings,4,20,1273857.01,5,3,3,533,0,At Risk,Multi-Product,2026-07-13
366,Ibrahim Obi,F,1972-04-23,2026-05-20,Ibadan,7.3775,3.947,2,179834.78,current|loan,79,26,1557854.46,1,4,3,143,0,Loyal,Multi-Product,2026-04-29
367,Kehinde Ahmed,M,1978-01-11,2026-02-03,Abuja,9.0765,7.3986,1,80257.39,current,26,23,1825776.29,3,3,4,334,0,Loyal,Active,2026-06-21
368,Amaka Ogunleye,F,1989-08-07,2025-04-03,Enugu,6.4584,7.5464,1,4276.95,savings,36,14,577932.87,2,2,1,221,0,Hibernating,Active,2026-06-11
369,Ibrahim Ahmed,M,1997-01-13,2025-07-29,Calabar,4.9757,8.3417,2,814526.37,current|savings,9,23,2164684.69,4,3,5,435,0,Champions,High Value,2026-07-08
370,David Balogun,M,1970-10-20,2025-05-19,Kaduna,10.5105,7.4165,1,38146.63,savings,82,5,152142.01,1,1,1,111,0,Hibernating,Active,2026-04-26
371,Ifeanyi Umeh,M,1996-05-13,2025-08-14,Abeokuta,7.1475,3.3619,1,331515.33,savings,7,5,278264.23,5,1,1,511,0,At Risk,Active,2026-07-10
372,Tunde Abiola,F,1983-03-31,2026-05-18,Calabar,4.9757,8.3417,1,155018.29,loan,190,6,600984.51,1,1,1,111,0,Hibernating,Active,2026-01-08
373,Adesuwa Adegoke,F,1983-10-18,2025-10-17,Enugu,6.4584,7.5464,2,445623.67,loan|savings,4,19,1628195.74,5,2,4,524,0,At Risk,High Value,2026-07-13
374,Tunde Nwachukwu,F,1987-08-10,2026-04-08,Owerri,5.484,7.0351,1,404078.45,savings,365,6,284649.35,1,1,1,111,0,Hibernating,Active,2025-07-17
375,Aisha Hassan,F,1974-09-27,2024-12-27,Kano,12.0022,8.592,2,522460.17000000004,current,10,33,2735604.92,4,5,5,455,0,Champions,High Value,2026-07-07
376,Amaka Lawal,F,1977-09-26,2023-07-25,Jos,9.8965,8.8583,2,262003.33,current|loan,22,34,2088263.81,3,5,4,354,0,Loyal,High Value,2026-06-25
377,Halima Mohammed,M,1971-12-26,2026-02-14,Port Harcourt,4.8156,7.0498,2,243120.89,current,1,40,1725740.3900000001,5,5,4,554,0,Champions,High Value,2026-07-16
378,Bola Lawal,M,1981-05-31,2025-04-16,Ibadan,7.3775,3.947,2,505535.78,savings,55,23,1191520.86,2,3,3,233,0,Loyal,Multi-Product,2026-05-23
379,Bola Abiola,M,1976-06-28,2024-06-05,Abuja,9.0765,7.3986,2,384250.0,loan|savings,4,23,2516503.47,5,3,5,535,0,Champions,High Value,2026-07-13
380,Yakubu Hassan,M,1980-05-09,2024-05-26,Owerri,5.484,7.0351,2,668223.04,current|savings,12,30,802855.02,4,4,2,442,0,At Risk,Multi-Product,2026-07-05
381,Fatima Ibrahim,F,1975-03-22,2024-12-24,Abuja,9.0765,7.3986,2,663971.0800000001,loan,3,44,3086476.19,5,5,5,555,0,Champions,High Value,2026-07-14
382,Ibrahim Balogun,M,1992-07-12,2025-04-23,Abeokuta,7.1475,3.3619,2,419838.38,current|savings,65,17,1250228.28,2,2,3,223,0,Hibernating,Multi-Product,2026-05-13
383,Obinna Nwabueze,F,1989-06-09,2025-09-11,Port Harcourt,4.8156,7.0498,1,471188.54,savings,111,4,296285.07999999996,1,1,1,111,0,Hibernating,Active,2026-03-28
384,Bola Nwabueze,M,1993-09-12,2024-05-30,Benin City,6.335,5.6037,1,53535.61,savings,27,11,1025567.88,3,1,2,312,0,At Risk,Active,2026-06-20
385,Emmanuel Adelaja,M,1978-06-29,2026-02-16,Jos,9.8965,8.8583,2,334712.65,savings,51,44,3222510.88,2,5,5,255,0,Loyal,High Value,2026-05-27
386,Abubakar Obi,F,1980-02-29,2024-12-09,Abeokuta,7.1475,3.3619,2,536479.11,loan|savings,3,25,866214.06,5,3,2,532,0,At Risk,Multi-Product,2026-07-14
387,Aisha Ajibade,F,1992-02-04,2023-10-19,Benin City,6.335,5.6037,1,394478.44,current,22,14,430528.44999999995,3,2,1,321,0,At Risk,Active,2026-06-25
388,Obinna Johnson,F,1986-06-26,2024-01-10,Owerri,5.484,7.0351,1,110349.78,loan,182,13,668114.62,1,1,1,111,0,Hibernating,Active,2026-01-16
389,Uche Balogun,F,1973-01-20,2024-09-15,Kano,12.0022,8.592,2,340444.29000000004,savings,20,40,2522295.17,3,5,5,355,0,Loyal,High Value,2026-06-27
390,Aisha Nwabueze,F,1981-01-20,2025-07-08,Lagos,6.5244,3.3792,1,390965.88,current,9,23,2016709.01,4,3,4,434,0,Champions,Active,2026-07-08
391,Obinna Bello,F,1972-06-10,2025-01-24,Kano,12.0022,8.592,2,79971.41,current|savings,367,20,1770154.0899999999,1,3,4,134,1,Loyal,Dormant,2025-07-15
392,Ifeanyi Johnson,M,1990-04-27,2024-07-02,Jos,9.8965,8.8583,2,843664.3,current|savings,10,43,3858354.42,4,5,5,455,0,Champions,High Value,2026-07-07
393,Ibrahim Ajibade,M,1987-10-01,2023-09-16,Lagos,6.5244,3.3792,2,360372.69,current|savings,13,32,2380757.85,4,4,5,445,0,Champions,High Value,2026-07-04
394,Obinna Umeh,M,1996-06-05,2023-12-06,Kano,12.0022,8.592,1,417479.02,current,69,10,522739.24,2,1,1,211,0,Hibernating,Active,2026-05-09
395,Ifeanyi Lawal,F,1976-10-08,2025-08-28,Lagos,6.5244,3.3792,2,396878.38,loan|savings,21,30,1579509.97,3,4,3,343,0,Loyal,Multi-Product,2026-06-26
396,David Bello,F,1989-08-13,2026-02-15,Port Harcourt,4.8156,7.0498,2,559195.96,current,34,30,1496201.25,3,4,3,343,0,Loyal,Multi-Product,2026-06-13
397,Bola Balogun,M,1984-07-05,2025-02-06,Abuja,9.0765,7.3986,2,831970.3200000001,savings,1,27,2410378.57,5,4,5,545,0,Champions,High Value,2026-07-16
398,Ngozi Okoro,F,1985-08-28,2026-07-11,Ibadan,7.3775,3.947,2,411547.86,loan|savings,1,25,1716073.31,5,3,4,534,0,Champions,High Value,2026-07-16
399,Yakubu Obi,M,1980-07-04,2024-06-25,Abeokuta,7.1475,3.3619,2,704087.6599999999,current|savings,8,31,2023555.98,4,4,4,444,0,Champions,High Value,2026-07-09
400,Yakubu Okonkwo,M,1997-01-13,2024-07-26,Abeokuta,7.1475,3.3619,2,692841.19,loan|savings,51,24,1692284.31,2,3,4,234,0,Loyal,High Value,2026-05-27
401,Kehinde Balogun,F,1979-01-09,2024-08-24,Calabar,4.9757,8.3417,2,343999.47,current|savings,8,33,2223661.99,4,5,5,455,0,Champions,High Value,2026-07-09
402,Lilian Suleman,M,1980-08-26,2023-10-11,Benin City,6.335,5.6037,2,913883.08,current|loan,72,30,1790307.79,2,4,4,244,0,Loyal,High Value,2026-05-06
403,Ibrahim Ajibade,F,1978-03-03,2025-03-13,Kano,12.0022,8.592,1,148411.27,loan,17,24,1509118.92,4,3,3,433,0,At Risk,Active,2026-06-30
404,Ibrahim Suleman,F,1985-11-10,2026-04-07,Enugu,6.4584,7.5464,2,617288.5900000001,loan,25,40,2290320.89,3,5,5,355,0,Loyal,High Value,2026-06-22
405,Emeka Balogun,M,1993-09-05,2024-08-10,Port Harcourt,4.8156,7.0498,1,134053.98,savings,91,17,2451194.68,1,2,5,125,0,Loyal,Active,2026-04-17
406,Zainab Ibrahim,M,1981-02-10,2024-02-16,Kaduna,10.5105,7.4165,2,345877.63,loan|savings,6,38,2784196.1,5,5,5,555,0,Champions,High Value,2026-07-11
407,Segun Okoro,F,1978-07-27,2025-06-13,Calabar,4.9757,8.3417,1,18622.36,current,47,5,348758.86,2,1,1,211,0,Hibernating,Active,2026-05-31
408,Abubakar Ibrahim,F,1970-04-18,2026-01-10,Calabar,4.9757,8.3417,2,256061.02000000002,loan|savings,388,21,1010355.68,1,3,2,132,1,Hibernating,Dormant,2025-06-24
409,Obinna Nwabueze,F,1986-05-15,2023-08-19,Owerri,5.484,7.0351,2,486798.66000000003,loan,4,35,2192622.17,5,5,5,555,0,Champions,High Value,2026-07-13
410,Uche Okoro,F,1995-12-09,2024-12-10,Kano,12.0022,8.592,1,322821.05,savings,5,19,1565443.98,5,2,3,523,0,At Risk,Active,2026-07-12
411,Emmanuel Balogun,M,1984-02-06,2024-05-23,Kano,12.0022,8.592,2,607192.85,loan|savings,49,14,1267648.68,2,2,3,223,0,Hibernating,Multi-Product,2026-05-29
412,Adesuwa Johnson,F,1992-10-22,2024-04-03,Lagos,6.5244,3.3792,1,65656.6,savings,0,21,1551899.51,5,3,3,533,0,At Risk,Active,2026-07-17
413,Fatima Danjuma,M,1996-11-10,2023-09-26,Abuja,9.0765,7.3986,2,536651.98,loan|savings,95,20,1262680.93,1,3,3,133,0,Loyal,Multi-Product,2026-04-13
414,Abubakar Suleman,F,1994-09-24,2026-01-21,Port Harcourt,4.8156,7.0498,2,185190.13,loan|savings,43,26,1460147.18,2,4,3,243,0,Loyal,Multi-Product,2026-06-04
415,Ibrahim Ajibade,M,1980-06-08,2024-02-25,Lagos,6.5244,3.3792,2,408501.86,current|savings,105,28,1971988.5,1,4,4,144,0,Loyal,High Value,2026-04-03
416,Bola Danjuma,M,1984-07-17,2024-04-09,Lagos,6.5244,3.3792,2,433074.29000000004,loan|savings,63,11,576789.61,2,1,1,211,0,Hibernating,Multi-Product,2026-05-15
417,Chinedu Danjuma,M,1980-09-10,2026-07-04,Owerri,5.484,7.0351,1,230550.31,savings,8,14,390207.12,4,2,1,421,0,At Risk,Active,2026-07-09
418,Emmanuel Okonkwo,M,1992-04-20,2026-03-04,Abeokuta,7.1475,3.3619,2,464655.38,current|savings,1,38,2772290.25,5,5,5,555,0,Champions,High Value,2026-07-16
419,Tunde Umeh,F,1992-11-22,2026-05-07,Lagos,6.5244,3.3792,2,662590.1499999999,current|savings,19,33,1551598.03,3,5,3,353,0,Loyal,Multi-Product,2026-06-28
420,Uche Adelaja,M,1981-07-24,2023-10-22,Owerri,5.484,7.0351,2,585368.46,loan|savings,3,38,2170171.7399999998,5,5,5,555,0,Champions,High Value,2026-07-14
421,Emeka Hassan,M,1994-01-16,2023-11-16,Calabar,4.9757,8.3417,2,649170.37,current|savings,11,40,2395684.04,4,5,5,455,0,Champions,High Value,2026-07-06
422,Emmanuel Nwachukwu,F,1974-01-07,2025-07-21,Jos,9.8965,8.8583,2,269130.51,savings,9,40,2391575.95,4,5,5,455,0,Champions,High Value,2026-07-08
423,Emmanuel Adelaja,F,1978-11-09,2025-11-29,Abuja,9.0765,7.3986,2,631560.21,current|loan,20,31,932396.6599999999,3,4,2,342,0,At Risk,Multi-Product,2026-06-27
424,Grace Adelaja,F,1975-09-11,2026-06-24,Enugu,6.4584,7.5464,1,470616.39,savings,98,9,674068.67,1,1,1,111,0,Hibernating,Active,2026-04-10
425,Bola Adegoke,F,1976-05-11,2024-06-04,Kaduna,10.5105,7.4165,2,647312.6799999999,current|loan,372,22,2041377.5999999999,1,3,4,134,1,Loyal,Dormant,2025-07-10
426,Emeka Okoro,M,1996-06-09,2023-11-27,Lagos,6.5244,3.3792,1,419063.88,current,44,21,1360236.9,2,3,3,233,0,Loyal,Active,2026-06-03
427,Halima Onyeka,F,1984-07-24,2023-11-20,Owerri,5.484,7.0351,2,407819.27,current|savings,18,41,3892014.53,4,5,5,455,0,Champions,High Value,2026-06-29
428,Aisha Obi,F,1979-07-05,2025-06-28,Benin City,6.335,5.6037,2,607556.8,current|savings,13,32,1729160.3,4,4,4,444,0,Champions,High Value,2026-07-04
429,Ngozi Okoro,M,1989-03-24,2024-09-10,Abuja,9.0765,7.3986,1,425020.97,savings,88,17,1540329.27,1,2,3,123,0,Hibernating,Active,2026-04-20
430,Tunde Okonkwo,F,1972-02-22,2025-05-09,Port Harcourt,4.8156,7.0498,1,46543.18,savings,10,12,990558.49,4,1,2,412,0,At Risk,Active,2026-07-07
431,David Ajibade,F,1978-04-03,2023-07-28,Lagos,6.5244,3.3792,2,747010.64,current|loan,34,27,1812238.16,3,4,4,344,0,Loyal,High Value,2026-06-13
432,Aisha Adelaja,F,1991-05-05,2024-02-20,Abeokuta,7.1475,3.3619,2,635737.33,current|loan,24,24,1504365.61,3,3,3,333,0,At Risk,Multi-Product,2026-06-23
433,Emeka Adelaja,F,1995-11-26,2026-06-17,Abeokuta,7.1475,3.3619,2,276032.56,current|loan,17,32,1909699.17,4,4,4,444,0,Champions,High Value,2026-06-30
434,Mercy Hassan,F,1989-08-13,2025-02-07,Calabar,4.9757,8.3417,1,128495.44,current,125,14,540346.63,1,2,1,121,0,Hibernating,Active,2026-03-14
435,Zainab Adegoke,M,1986-11-21,2026-07-14,Abuja,9.0765,7.3986,2,382814.37,current|savings,63,13,819045.9400000001,2,1,2,212,0,Hibernating,Multi-Product,2026-05-15
436,Aisha Onyeka,M,1970-11-03,2024-03-02,Owerri,5.484,7.0351,2,203483.8,savings,53,24,1149461.06,2,3,2,232,0,Hibernating,Multi-Product,2026-05-25
437,Lilian Ajibade,M,1983-11-30,2025-09-12,Port Harcourt,4.8156,7.0498,2,356783.38,loan|savings,38,18,1217898.8,2,2,3,223,0,Hibernating,Multi-Product,2026-06-09
438,Mercy Obi,F,1996-10-07,2024-08-28,Ibadan,7.3775,3.947,1,159242.42,savings,5,13,1349944.8,5,1,3,513,0,At Risk,Active,2026-07-12
439,Ibrahim Umeh,F,1987-06-11,2023-11-09,Kano,12.0022,8.592,1,316230.68,loan,39,12,936480.09,2,1,2,212,0,Hibernating,Active,2026-06-08
440,Mercy Hassan,F,1982-06-16,2025-02-16,Calabar,4.9757,8.3417,2,646464.04,current,14,39,2504195.92,4,5,5,455,0,Champions,High Value,2026-07-03
441,Zainab Okoro,M,1988-07-03,2025-01-23,Kano,12.0022,8.592,2,296521.69,savings,13,22,2053107.86,4,3,4,434,0,Champions,High Value,2026-07-04
442,Kehinde Ahmed,M,1995-12-18,2025-05-24,Calabar,4.9757,8.3417,2,609901.01,current|savings,398,20,1043548.73,1,3,2,132,1,Hibernating,Dormant,2025-06-14
443,Aisha Nwabueze,M,1980-03-26,2024-04-19,Jos,9.8965,8.8583,1,276265.78,current,67,21,1665158.82,2,3,4,234,0,Loyal,Active,2026-05-11
444,Mercy Okoro,F,1981-12-10,2024-03-20,Enugu,6.4584,7.5464,2,667916.12,loan|savings,47,26,1150363.6,2,4,2,242,0,Loyal,Multi-Product,2026-05-31
445,Emeka Nwabueze,M,1976-10-03,2026-01-10,Benin City,6.335,5.6037,1,395079.2,current,0,16,692436.87,5,2,1,521,0,At Risk,Active,2026-07-17
446,Segun Okoro,F,1997-02-17,2024-11-13,Port Harcourt,4.8156,7.0498,2,117870.39,current|savings,16,19,1177560.04,4,2,2,422,0,At Risk,Multi-Product,2026-07-01
447,Chinedu Balogun,M,1986-02-11,2026-01-11,Port Harcourt,4.8156,7.0498,2,769315.3,loan|savings,53,23,2363366.48,2,3,5,235,0,Loyal,High Value,2026-05-25
448,Fatima Suleman,M,1986-07-11,2024-07-09,Abeokuta,7.1475,3.3619,1,416168.26,savings,7,17,317990.46,5,2,1,521,0,At Risk,Active,2026-07-10
449,Amaka Okonkwo,M,1979-06-04,2024-12-27,Abuja,9.0765,7.3986,2,486565.04000000004,current|savings,2,37,2186731.8,5,5,5,555,0,Champions,High Value,2026-07-15
450,Segun Obi,M,1976-11-12,2024-11-12,Calabar,4.9757,8.3417,2,416306.15,current|savings,15,26,1426033.8,4,4,3,443,0,Champions,Multi-Product,2026-07-02
451,Aisha Ibrahim,M,1993-09-30,2024-07-14,Owerri,5.484,7.0351,1,96987.71,current,9,21,1303165.78,4,3,3,433,0,At Risk,Active,2026-07-08
452,Ifeanyi Bello,M,1992-05-25,2024-04-05,Owerri,5.484,7.0351,2,786688.09,current|savings,41,31,1952354.38,2,4,4,244,0,Loyal,High Value,2026-06-06
453,Emmanuel Ahmed,F,1982-07-27,2024-12-14,Abeokuta,7.1475,3.3619,2,540967.39,current|loan,26,34,1865376.16,3,5,4,354,0,Loyal,High Value,2026-06-21
454,Abubakar Ajibade,M,1973-08-11,2023-10-10,Kaduna,10.5105,7.4165,1,426500.46,current,1,16,1261588.82,5,2,3,523,0,At Risk,Active,2026-07-16
455,Segun Adegoke,F,1993-11-20,2023-08-19,Kano,12.0022,8.592,1,199685.04,current,30,14,994943.12,3,2,2,322,0,At Risk,Active,2026-06-17
456,Abubakar Okoro,M,1971-12-07,2025-02-12,Enugu,6.4584,7.5464,2,652973.7999999999,loan|savings,96,24,2050441.97,1,3,4,134,0,Loyal,High Value,2026-04-12
457,Emmanuel Johnson,M,1979-07-15,2026-05-13,Abeokuta,7.1475,3.3619,1,490687.13,loan,33,21,939564.5800000001,3,3,2,332,0,At Risk,Active,2026-06-14
458,Fatima Johnson,F,1988-05-26,2025-01-18,Owerri,5.484,7.0351,2,111481.61,savings,21,47,2488545.8,3,5,5,355,0,Loyal,High Value,2026-06-26
459,Lilian Johnson,M,1990-10-09,2025-11-04,Calabar,4.9757,8.3417,1,45731.89,loan,396,3,14194.22,1,1,1,111,1,Hibernating,Dormant,2025-06-16
460,Emmanuel Ahmed,M,1980-09-01,2024-05-01,Abeokuta,7.1475,3.3619,2,573016.03,current|loan,9,36,2602295.43,4,5,5,455,0,Champions,High Value,2026-07-08
461,Zainab Abiola,M,1989-11-24,2024-07-24,Abeokuta,7.1475,3.3619,1,190884.76,current,20,17,460047.89,3,2,1,321,0,At Risk,Active,2026-06-27
462,Ngozi Okeke,M,1981-07-21,2023-11-22,Port Harcourt,4.8156,7.0498,2,200260.16999999998,loan,0,34,2005828.97,5,5,4,554,0,Champions,High Value,2026-07-17
463,Mercy Ogunleye,M,1989-02-16,2023-07-23,Jos,9.8965,8.8583,2,259836.1,loan|savings,0,46,3262181.59,5,5,5,555,0,Champions,High Value,2026-07-17
464,Amaka Onyeka,F,1995-12-16,2025-06-05,Benin City,6.335,5.6037,1,109008.71,current,54,17,753210.07,2,2,2,222,0,Hibernating,Active,2026-05-24
465,Uche Eze,F,1978-09-15,2024-05-31,Enugu,6.4584,7.5464,2,721529.8300000001,loan,0,27,1528361.29,5,4,3,543,0,Champions,Multi-Product,2026-07-17
466,Zainab Johnson,F,1971-07-09,2024-06-15,Benin City,6.335,5.6037,2,824491.1,loan,20,16,1341733.39,3,2,3,323,0,At Risk,Multi-Product,2026-06-27
467,Adesuwa Mohammed,M,1987-03-16,2025-02-12,Owerri,5.484,7.0351,2,786603.9,savings,6,32,2802790.87,5,4,5,545,0,Champions,High Value,2026-07-11
468,Halima Eze,M,1996-06-14,2024-01-29,Benin City,6.335,5.6037,2,615928.6699999999,loan|savings,54,33,2498795.42,2,5,5,255,0,Loyal,High Value,2026-05-24
469,Mercy Danjuma,M,1983-07-08,2024-06-18,Ibadan,7.3775,3.947,2,459043.31,savings,148,9,683137.42,1,1,1,111,0,Hibernating,Multi-Product,2026-02-19
470,Halima Danjuma,F,1970-09-17,2024-02-04,Enugu,6.4584,7.5464,2,836510.4299999999,savings,19,28,1667500.81,3,4,4,344,0,Loyal,High Value,2026-06-28
471,Aisha Ajibade,M,1975-03-03,2023-10-03,Ibadan,7.3775,3.947,2,338644.35,loan,5,31,1337243.75,5,4,3,543,0,Champions,Multi-Product,2026-07-12
472,Ibrahim Okeke,F,1973-12-21,2025-04-15,Owerri,5.484,7.0351,1,310948.78,savings,53,23,1851564.24,2,3,4,234,0,Loyal,Active,2026-05-25
473,Uche Bello,F,1993-06-04,2026-01-16,Jos,9.8965,8.8583,2,454615.12,current|savings,50,15,1038758.99,2,2,2,222,0,Hibernating,Multi-Product,2026-05-28
474,David Nwabueze,F,1996-06-14,2024-07-23,Port Harcourt,4.8156,7.0498,1,1729.95,savings,17,21,1145368.81,4,3,2,432,0,At Risk,Active,2026-06-30
475,Amaka Balogun,M,1987-01-30,2026-04-12,Lagos,6.5244,3.3792,1,469289.27,current,62,23,1305804.55,2,3,3,233,0,Loyal,Active,2026-05-16
476,David Eze,F,1973-06-25,2025-10-07,Ibadan,7.3775,3.947,2,576303.04,loan|savings,381,11,610462.87,1,1,1,111,1,Hibernating,Dormant,2025-07-01
477,David Nwabueze,F,1977-07-14,2025-08-28,Lagos,6.5244,3.3792,2,295918.1,current|loan,10,30,2242566.51,4,4,5,445,0,Champions,High Value,2026-07-07
478,Segun Ahmed,M,1980-03-04,2023-11-10,Kano,12.0022,8.592,2,458192.94000000006,current|loan,27,25,1279651.6099999999,3,3,3,333,0,At Risk,Multi-Product,2026-06-20
479,Halima Lawal,M,1976-02-06,2024-03-11,Abeokuta,7.1475,3.3619,2,702502.38,loan,18,22,2273681.34,4,3,5,435,0,Champions,High Value,2026-06-29
480,Grace Nwachukwu,M,1977-04-25,2025-12-16,Kaduna,10.5105,7.4165,2,573572.0800000001,current,156,21,1222128.42,1,3,3,133,0,Loyal,Multi-Product,2026-02-11
481,Lilian Umeh,M,1991-06-17,2024-12-27,Port Harcourt,4.8156,7.0498,2,872794.81,current|savings,2,40,2857989.43,5,5,5,555,0,Champions,High Value,2026-07-15
482,Grace Nwachukwu,M,1978-09-25,2025-12-09,Kano,12.0022,8.592,1,195634.68,current,19,23,1830043.58,3,3,4,334,0,Loyal,Active,2026-06-28
483,Segun Nwachukwu,M,1984-07-29,2025-05-11,Owerri,5.484,7.0351,2,98879.56,current|savings,18,44,3554886.39,4,5,5,455,0,Champions,High Value,2026-06-29
484,Amaka Mohammed,F,1985-10-05,2026-04-26,Enugu,6.4584,7.5464,1,53793.48,loan,9,12,1181948.73,4,1,2,412,0,At Risk,Active,2026-07-08
485,Zainab Ogunleye,F,1996-12-24,2025-06-19,Ibadan,7.3775,3.947,1,133011.45,loan,5,24,1380071.06,5,3,3,533,0,At Risk,Active,2026-07-12
486,Zainab Abiola,M,1984-07-02,2025-03-23,Kano,12.0022,8.592,2,926391.13,current,12,27,2088190.5,4,4,4,444,0,Champions,High Value,2026-07-05
487,Bola Adelaja,F,1973-01-15,2024-06-14,Enugu,6.4584,7.5464,2,534751.25,savings,12,35,2254175.14,4,5,5,455,0,Champions,High Value,2026-07-05
488,David Ajibade,F,1976-09-28,2026-06-10,Lagos,6.5244,3.3792,2,523907.29,current|savings,39,25,1682530.92,2,3,4,234,0,Loyal,High Value,2026-06-08
489,Aisha Suleman,M,1978-10-20,2024-09-29,Kaduna,10.5105,7.4165,1,303070.2,savings,143,6,530644.34,1,1,1,111,0,Hibernating,Active,2026-02-24
490,Uche Umeh,F,1971-02-11,2024-01-09,Kano,12.0022,8.592,2,284185.94,loan|savings,71,27,2358629.15,2,4,5,245,0,Loyal,High Value,2026-05-07
491,Halima Umeh,F,1987-08-11,2025-01-12,Abeokuta,7.1475,3.3619,2,452497.39,current|savings,0,39,2747776.4,5,5,5,555,0,Champions,High Value,2026-07-17
492,Aisha Okeke,M,1982-11-12,2023-09-13,Kaduna,10.5105,7.4165,1,334182.74,savings,2,15,1829599.31,5,2,4,524,0,At Risk,Active,2026-07-15
493,Emmanuel Okoro,M,1996-07-23,2024-03-03,Benin City,6.335,5.6037,1,388340.84,savings,423,3,0.0,1,1,1,111,1,Hibernating,Dormant,2025-05-20
494,Halima Suleman,F,1997-04-26,2023-10-12,Lagos,6.5244,3.3792,2,432298.47,current,10,30,1872091.53,4,4,4,444,0,Champions,High Value,2026-07-07
495,Ifeanyi Onyeka,F,1985-09-04,2024-08-30,Jos,9.8965,8.8583,1,415107.34,current,65,7,706116.7,2,1,1,211,0,Hibernating,Active,2026-05-13
496,Emeka Abiola,F,1970-08-20,2026-04-14,Enugu,6.4584,7.5464,2,773027.48,current,17,21,1183462.94,4,3,2,432,0,At Risk,Multi-Product,2026-06-30
497,Obinna Mohammed,F,1978-03-25,2025-11-07,Kano,12.0022,8.592,2,610813.02,current|savings,4,32,2713752.4,5,4,5,545,0,Champions,High Value,2026-07-13
498,Ngozi Balogun,F,1975-09-05,2024-06-14,Ibadan,7.3775,3.947,2,573704.24,current|loan,83,16,773813.2000000001,1,2,2,122,0,Hibernating,Multi-Product,2026-04-25
499,Emmanuel Ahmed,M,1972-12-05,2025-09-25,Abuja,9.0765,7.3986,1,280421.73,savings,6,16,790330.36,5,2,2,522,0,At Risk,Active,2026-07-11
500,Abubakar Ibrahim,F,1990-07-21,2024-01-19,Kano,12.0022,8.592,2,507511.6,current|loan,23,35,2387568.18,3,5,5,355,0,Loyal,High Value,2026-06-24
501,Kehinde Balogun,M,1986-11-03,2024-11-02,Abuja,9.0765,7.3986,2,691511.97,current|loan,29,17,1566830.35,3,2,3,323,0,At Risk,Multi-Product,2026-06-18
502,Amaka Adelaja,M,1971-08-01,2026-04-06,Abeokuta,7.1475,3.3619,2,98016.73,savings,6,26,2309741.99,5,4,5,545,0,Champions,High Value,2026-07-11
503,Obinna Mohammed,M,1972-01-25,2026-03-15,Owerri,5.484,7.0351,1,289391.89,loan,128,11,294556.77,1,1,1,111,0,Hibernating,Active,2026-03-11
504,Mercy Ibrahim,F,1979-08-29,2025-02-05,Calabar,4.9757,8.3417,1,188698.64,current,253,4,294816.5,1,1,1,111,0,Hibernating,Active,2025-11-06
