AccountID,CustomerID,AccountNumber,AccountType,OpenDate,Balance
2467,1500,9235090847,current,2025-03-04,7795
2468,1501,4511983473,savings,2024-07-14,237170.2
2469,1501,8965067820,savings,2024-07-10,270648.9
2470,1502,5668153657,current,2026-08-19,135638.78
2471,1502,6280933785,savings,2026-07-14,93802.63
2472,1503,6195297501,savings,2025-03-22,380598.36
2473,1504,6123003502,loan,2026-07-21,273219.53
2474,1504,2842947658,loan,2026-07-18,50684.03
2475,1505,8654583038,savings,2026-01-14,424634.79
2476,1505,3158569257,current,2025-12-23,149018.86
2477,1506,9782034810,current,2025-06-12,182578.12
2478,1506,9478569653,loan,2025-07-17,122211.75
2479,1507,8111873378,savings,2026-07-07,26453.95
2480,1508,6173326755,current,2024-07-22,445768.95
2481,1509,4788492380,loan,2025-10-03,195882.4
2482,1510,7395097644,current,2025-10-31,146675.76
2483,1511,7453926363,loan,2025-04-11,356115.17
2484,1511,1584671466,current,2025-03-05,161380.6
2485,1512,7969844259,loan,2025-05-18,170663.36
2486,1513,9323912869,savings,2024-03-26,340647.59
2487,1513,3892863233,current,2024-04-07,196952.04
2488,1514,6874578042,savings,2025-10-18,145756.55
2489,1515,9032254731,loan,2025-05-16,322950.29
2490,1515,5441905573,loan,2025-07-28,86725.54
2491,1516,6823099655,current,2024-07-08,395064.24
2492,1516,3345244686,current,2024-05-18,217575.76
2493,1517,1559641286,current,2023-12-12,257121.96
2494,1517,1791089201,savings,2023-10-18,249650.79
2495,1518,8805242819,current,2025-12-15,13715.66
2496,1518,2097659214,current,2025-11-07,235477.97
2497,1519,3461201668,loan,2024-09-27,343885.7
2498,1519,9371054505,savings,2024-09-20,350207.19
2499,1520,8343476993,current,2026-06-28,292333.6
2500,1521,9797548472,savings,2025-09-07,477036.11
2501,1521,1055875327,loan,2025-08-14,59951.67
2502,1522,5742309838,current,2025-02-06,488807.84
2503,1522,7634456359,current,2025-03-29,317042.52
2504,1523,5950206582,current,2025-12-29,279458.06
2505,1524,8283177405,loan,2026-07-23,436416.87
2506,1524,1155834499,current,2026-06-05,14623.35
2507,1525,8067557187,savings,2025-04-11,354619.87
2508,1525,5919302049,loan,2025-05-06,44233.23
2509,1526,9887625645,savings,2024-01-31,68852.44
2510,1526,8606448239,loan,2024-04-27,453990.45
2511,1527,7020523451,current,2024-04-09,365497.72
2512,1528,2162143050,loan,2024-03-17,261375.59
2513,1529,2178591805,current,2025-10-17,440206.16
2514,1529,3696169583,loan,2025-10-17,194168.18
2515,1530,9863560899,current,2025-10-25,11108.97
2516,1531,4823402529,current,2025-12-15,468035.83
2517,1532,7017464911,current,2024-07-16,253599.92
2518,1532,7563756087,current,2024-08-14,292583.85
2519,1533,4932016066,savings,2026-09-26,365230.69
2520,1533,8223472168,current,2026-07-27,30272.18
2521,1534,7949537617,current,2025-01-26,404706.32
2522,1534,4560456049,savings,2024-12-20,101240.09
2523,1535,1971576774,current,2026-03-10,61356.39
2524,1535,3103770293,current,2026-02-21,376298.79
2525,1536,9548443193,savings,2025-09-13,97815.29
2526,1537,8305480024,current,2023-11-23,3344.98
2527,1538,2114754420,savings,2024-07-10,390850.22
2528,1538,4082686602,loan,2024-09-02,115578.3
2529,1539,2478185745,savings,2024-07-04,335305.12
2530,1540,4394794331,savings,2025-06-21,337894.87
2531,1541,3228922128,loan,2024-06-30,229515.89
2532,1541,1417956684,current,2024-08-20,120628.2
2533,1542,2693628275,loan,2026-02-14,236726.93
2534,1542,6901257616,loan,2026-03-18,30399.99
2535,1543,5269583164,savings,2024-01-22,28767.84
2536,1543,4330339208,current,2024-01-25,406757.84
2537,1544,5277433956,current,2023-12-08,285189.56
2538,1544,1162352290,current,2023-11-02,128549.77
2539,1545,4613618190,loan,2025-04-25,469142.94
2540,1545,2742333079,current,2025-04-23,124623.95
2541,1546,5308167237,loan,2025-05-31,111659.88
2542,1547,1106529651,current,2024-04-12,419208.67
2543,1547,5291470440,savings,2024-03-04,375995.19
2544,1548,4971217100,savings,2025-11-01,391873.49
2545,1548,3348565701,savings,2025-12-28,385024
2546,1549,5536367984,loan,2025-08-30,85850.57
2547,1550,3358225543,current,2025-11-16,355175.23
2548,1551,3825162771,current,2026-03-09,425244.84
2549,1551,8148687711,loan,2026-04-08,379662.75
2550,1552,6150186655,current,2026-04-20,403589.25
2551,1553,9465793246,loan,2024-08-29,397908.66
2552,1553,3816725757,savings,2024-06-25,464235.74
2553,1554,9988797404,current,2025-07-03,296373.75
2554,1554,4659847697,current,2025-05-21,391597.6
2555,1555,3011169345,savings,2024-01-27,406052.79
2556,1555,8238668821,loan,2024-01-05,490026.02
2557,1556,6489706674,savings,2024-02-13,193426.1
2558,1556,7421099729,savings,2024-01-18,222936.05
2559,1557,3005601156,savings,2024-09-26,210223.01
2560,1557,7238161234,loan,2024-09-27,149884.17
2561,1558,9728126219,savings,2025-11-13,426055.15
2562,1558,1287784056,savings,2025-10-15,327960.41
2563,1559,9012666856,loan,2025-01-26,317598.26
2564,1560,6464404933,loan,2025-01-04,119460.03
2565,1560,4618500705,savings,2025-01-28,166895.57
2566,1561,5062342094,current,2026-08-28,463690.95
2567,1562,1968291018,loan,2024-08-31,188793.75
2568,1563,1708012372,current,2024-04-03,108710.45
2569,1563,1159644609,loan,2024-05-26,122507.96
2570,1564,3004102858,current,2024-02-20,193782.69
2571,1564,5028560966,current,2024-03-21,403094.27
2572,1565,6756170452,loan,2025-01-31,11014.56
2573,1565,1139863814,loan,2025-03-14,118444.74
2574,1566,2423903467,savings,2025-03-17,148687.25
2575,1567,7456443754,savings,2024-10-29,355815.63
2576,1567,3984074970,current,2024-12-08,46093.45
2577,1568,1170529700,current,2023-09-26,373731.37
2578,1568,5316102389,loan,2023-10-24,371828.31
2579,1569,4987518573,loan,2025-06-22,257143.66
2580,1570,3503098037,current,2025-12-09,254758.63
2581,1570,2204190762,loan,2025-10-22,492105.36
2582,1571,2017441941,current,2025-09-21,140147.04
2583,1572,9886641169,savings,2024-07-16,352344.58
2584,1573,7915036582,savings,2026-06-22,32867.96
2585,1573,8024796232,current,2026-06-22,40824.91
2586,1574,4980529644,current,2024-04-25,79205.99
2587,1574,5336313102,loan,2024-04-24,480851.67
2588,1575,9171085411,savings,2025-05-30,172611.21
2589,1575,3496371566,savings,2025-06-21,232742.27
2590,1576,6508744191,current,2024-04-14,463241.42
2591,1576,3044553149,current,2024-03-23,102036.99
2592,1577,2224049557,current,2024-08-13,337668.69
2593,1577,4624576313,current,2024-08-30,176139.68
2594,1578,1123252939,savings,2025-11-15,251704.66
2595,1578,3621379716,loan,2025-12-09,492851.52
2596,1579,7879077346,current,2024-11-23,243724.49
2597,1580,3412638354,loan,2024-03-20,309917.15
2598,1580,6503695691,current,2024-03-16,360412.23
2599,1581,5349104947,loan,2025-04-30,470214.39
2600,1582,3383245308,loan,2026-04-26,283769.39
2601,1582,6405762766,loan,2026-03-08,148326.93
2602,1583,9230132844,current,2024-01-29,489581.65
2603,1583,9006481274,savings,2024-01-10,333408.09
2604,1584,7443359320,savings,2023-12-23,119349.15
2605,1585,1147792401,current,2026-01-07,196240.4
2606,1585,6285352360,savings,2026-01-15,412579.31
2607,1586,1695301383,savings,2024-05-05,109258.23
2608,1587,8680364964,loan,2024-08-01,327351.2
2609,1587,8208215560,loan,2024-08-22,260535.41
2610,1588,1722195367,savings,2024-03-11,324823.02
2611,1588,9718681813,current,2024-04-30,163051.53
2612,1589,2455434133,savings,2025-10-12,135075.61
2613,1589,4495747532,savings,2025-11-16,46890.17
2614,1590,9038395320,loan,2024-01-10,292345.61
2615,1591,2403379690,current,2025-12-02,6551.36
2616,1591,2609992262,current,2025-10-23,77529.73
2617,1592,6223184669,current,2025-10-06,176069.44
2618,1593,4500381836,loan,2024-01-26,485200.52
2619,1594,3125741271,savings,2024-12-26,386014.94
2620,1594,2356442422,loan,2025-01-02,283004.5
2621,1595,6511371477,savings,2024-03-20,358488.67
2622,1595,7940914149,loan,2024-02-11,432574.4
2623,1596,8505597404,current,2023-10-14,311700.81
2624,1597,9764234749,loan,2025-06-18,301175.78
2625,1597,8966147834,loan,2025-07-06,142348.31
2626,1598,3175918644,current,2025-08-25,14835.28
2627,1599,6688224741,savings,2026-06-12,408383.33
2628,1599,4001116491,loan,2026-07-06,25960.06
2629,1600,7143762862,savings,2025-09-28,329375.11
2630,1600,5325887161,savings,2025-09-26,394245.59
2631,1601,1826278237,current,2024-08-30,29715.86
2632,1601,2975443146,current,2024-09-28,406626.08
2633,1602,4230818162,savings,2024-05-22,485967.13
2634,1602,5009269048,savings,2024-05-27,35837.44
2635,1603,2657664385,savings,2023-12-10,428967.16
2636,1603,9715405021,loan,2023-11-28,455019.35
2637,1604,6988852509,current,2024-01-06,233660.95
2638,1604,1123613594,current,2023-12-25,406364.76
2639,1605,9476356457,current,2024-12-14,141811.19
2640,1606,7920218975,savings,2023-11-07,499948.91
2641,1607,1744312261,savings,2024-10-25,365513.36
2642,1608,2699147335,current,2024-04-27,35517.09
2643,1608,6358014213,savings,2024-04-03,242619.01
2644,1609,9027288497,loan,2025-01-16,401682.64
2645,1609,6141668190,savings,2025-01-26,5966.66
2646,1610,7423510766,loan,2024-10-19,230885.69
2647,1610,5063138739,loan,2024-09-30,204166.86
2648,1611,5753811483,current,2025-10-03,378005.6
2649,1611,5835153740,current,2025-09-22,170376.35
2650,1612,8421789116,loan,2026-01-18,448521.22
2651,1612,3943236634,current,2025-11-24,158680.37
2652,1613,6856432359,savings,2026-02-15,343096.14
2653,1614,4295761741,savings,2024-02-09,371178.32
2654,1615,5560124217,current,2025-12-09,318490.47
2655,1616,6108732476,loan,2024-05-08,464090.85
2656,1616,6454277622,savings,2024-06-26,147612.55
2657,1617,3110781045,current,2024-12-17,55745.88
2658,1618,8075877580,current,2025-01-20,326909.16
2659,1618,6650100047,current,2025-02-15,412151.21
2660,1619,8921855936,savings,2024-04-11,264923.88
2661,1620,4760154259,current,2023-10-26,286830.42
2662,1621,3891566733,savings,2024-06-03,158812.13
2663,1621,3433443529,loan,2024-06-23,227569.43
2664,1622,4141108115,savings,2025-01-04,295485.43
2665,1623,9837786373,savings,2026-03-28,371063.8
2666,1623,6094138767,loan,2026-05-04,360287.01
2667,1624,6813150087,loan,2025-04-01,285538.69
2668,1624,7308590792,loan,2025-05-21,309708.22
2669,1625,5325527343,current,2024-10-18,189526.1
2670,1625,8058541566,current,2024-10-03,425313.83
2671,1626,3524318604,current,2025-07-28,428604.46
2672,1626,2888320758,loan,2025-07-26,116800.94
2673,1627,9152977057,savings,2026-03-27,457339.98
2674,1628,7758440693,current,2023-11-20,262010.68
2675,1628,3163923614,loan,2023-10-23,193286.87
2676,1629,7555717645,current,2025-09-10,394177.58
2677,1630,6997718945,current,2023-11-07,26052.43
2678,1631,2938582771,current,2024-02-01,281916.22
2679,1631,3604992674,loan,2023-12-12,54654.45
2680,1632,3761117734,loan,2025-08-19,146321.8
2681,1632,6189396196,savings,2025-10-19,17113.35
2682,1633,9320642601,savings,2024-10-30,376013.84
2683,1634,1015705999,loan,2026-09-09,271517.85
2684,1634,9186315685,savings,2026-08-22,174459.21
2685,1635,8444109768,loan,2024-10-01,102834.59
2686,1636,6771645442,savings,2024-10-18,328500.59
2687,1636,4520161895,loan,2024-10-24,334674.06
2688,1637,5859809858,current,2024-02-29,397767.92
2689,1637,7684575017,current,2024-02-18,472000.02
2690,1638,8990918948,current,2025-01-22,128740.76
2691,1639,1580986065,savings,2025-03-06,359230.66
2692,1639,4420991789,savings,2025-05-10,480210.49
2693,1640,6626377431,loan,2026-02-14,142095.59
2694,1640,7918018656,loan,2025-12-03,403274.5
2695,1641,3228366997,loan,2024-08-29,3174.45
2696,1641,6422805975,savings,2024-06-28,193286.89
2697,1642,5506784748,savings,2023-08-08,267064.26
2698,1642,4073008683,savings,2023-09-29,440233.38
2699,1643,2567176717,loan,2023-07-31,47407.44
2700,1643,7497768444,loan,2023-10-10,483593.58
2701,1644,9613494770,current,2024-09-26,78647.21
2702,1644,9122029103,savings,2024-11-19,133734.58
2703,1645,1134636959,current,2023-09-23,479835.38
2704,1645,8092818930,savings,2023-09-17,27799.82
2705,1646,2273982187,current,2023-11-03,330992.98
2706,1646,1569087574,savings,2023-12-15,43030.15
2707,1647,9613919362,loan,2023-08-25,20327.3
2708,1648,2799236232,loan,2025-02-18,446403.48
2709,1649,1196360077,loan,2026-01-03,120945.83
2710,1649,3740841666,loan,2026-02-09,422074.17
2711,1650,6087799393,current,2026-04-30,373061.04
2712,1650,5675081493,savings,2026-05-01,472595.95
2713,1651,4819919054,loan,2026-05-04,264662.85
2714,1652,5285589565,current,2024-04-09,395077.79
2715,1653,8612383197,savings,2026-04-24,336714.94
2716,1653,6413103113,current,2026-06-20,67823.43
2717,1654,2593601591,loan,2024-02-29,244841.07
2718,1654,4736789335,loan,2024-04-04,289145.63
2719,1655,2399931036,current,2026-06-13,207809.95
2720,1655,7559647716,savings,2026-04-10,455258.58
2721,1656,6313500082,current,2024-09-05,262566.86
2722,1656,4407732436,loan,2024-10-02,182894.92
2723,1657,5040138476,loan,2024-08-11,463705.56
2724,1657,6020771767,savings,2024-09-29,353858.18
2725,1658,6345609122,savings,2025-02-06,376199.31
2726,1659,2433739394,current,2024-04-17,420986.62
2727,1660,4206121349,loan,2024-12-04,423817.13
2728,1660,4029915722,loan,2025-01-09,220660.35
2729,1661,5462367268,savings,2026-07-12,450605.04
2730,1662,1292602003,savings,2025-12-18,237993.03
2731,1662,8124788066,savings,2026-01-25,112784.77
2732,1663,6214694536,current,2026-09-21,217205.63
2733,1663,2084914595,savings,2026-09-05,480839.3
2734,1664,5415394684,savings,2025-10-18,485633.48
2735,1664,8529557860,loan,2025-11-30,105515.43
2736,1665,9302487798,savings,2025-06-02,332745.14
2737,1665,6146178307,current,2025-05-19,325022.15
2738,1666,7929021913,savings,2024-11-13,38655.4
2739,1667,8819390774,current,2025-07-17,121753.38
2740,1667,8361338615,current,2025-07-23,115139.29
2741,1668,2756864651,current,2025-04-18,296683.34
2742,1669,9917780516,loan,2026-09-05,307463.5
2743,1669,4214357242,loan,2026-08-08,119378.12
2744,1670,1435041936,current,2026-07-12,313182.13
2745,1670,9280100969,loan,2026-06-05,11848.67
2746,1671,6387133695,loan,2023-12-03,404765.77
2747,1672,7250739646,current,2025-04-11,473041.56
2748,1672,2237532533,current,2025-04-28,279376.46
2749,1673,8575096057,loan,2025-04-19,271777.67
2750,1674,8897487518,current,2026-05-01,305124.82
2751,1674,1250962776,current,2026-05-15,244421.1
2752,1675,4573254020,loan,2026-05-04,443255.05
2753,1676,4418046399,savings,2025-10-24,397033.9
2754,1676,6359640673,current,2025-10-18,264189.1
2755,1677,8927108881,current,2024-08-17,181334.19
2756,1677,5199379117,loan,2024-07-13,316545.39
2757,1678,1515278551,savings,2025-07-02,85943.05
2758,1678,1033211522,loan,2025-07-06,153889.76
2759,1679,9680479168,loan,2023-08-12,183501.6
2760,1679,7404946345,current,2023-10-09,314022.42
2761,1680,3793146826,current,2024-08-26,13764.59
2762,1681,6989503510,savings,2024-05-07,276092
2763,1681,8887768739,savings,2024-03-26,343673.95
2764,1682,6377051657,current,2026-03-26,50410.43
2765,1682,3265626857,current,2026-03-01,433279.11
2766,1683,8515019278,current,2024-08-12,124214.16
2767,1684,1499288945,current,2025-06-06,61942.34
2768,1684,5363687948,loan,2025-06-07,83062.89
2769,1685,7270290077,savings,2026-02-23,213872.42
2770,1685,8802228419,savings,2026-01-09,197391.14
2771,1686,8360251042,current,2025-03-14,408782.23
2772,1686,2059125897,savings,2025-04-22,479143.23
2773,1687,2324107663,current,2026-05-19,275704
2774,1687,7278229466,loan,2026-04-29,139591.94
2775,1688,7752264561,savings,2024-01-28,293762.12
2776,1689,5384513157,current,2025-12-24,466757.25
2777,1690,1650161461,savings,2023-11-18,438013.06
2778,1690,7811354703,savings,2023-11-04,60785.35
2779,1691,4949576346,savings,2025-12-16,30468.65
2780,1692,2202660401,loan,2023-12-30,140026.91
2781,1692,9018073806,loan,2024-01-16,146322.58
2782,1693,6723728840,loan,2024-10-29,198580.93
2783,1694,7784605035,current,2026-04-05,303393.09
2784,1694,6893182489,savings,2026-03-20,101659.97
2785,1695,9763149479,current,2026-07-27,2769.39
2786,1696,7527723346,current,2023-09-27,433069.7
2787,1697,4806402818,savings,2024-07-23,354392.44
2788,1697,8368217856,savings,2024-10-01,75942.54
2789,1698,8462535098,current,2024-02-28,421407.8
2790,1699,3853934391,loan,2025-12-29,482087.52
2791,1699,2090372317,current,2025-10-23,287895.95
2792,1700,6917168028,savings,2025-10-31,376252.78
2793,1700,1452079194,loan,2025-10-20,65808.18
2794,1701,8948415604,savings,2023-09-15,384212.29
2795,1701,9472653938,savings,2023-08-20,455807.14
2796,1702,5298624053,current,2025-02-09,479171.8
2797,1703,7431375221,savings,2023-11-26,316459.55
2798,1703,6018018046,current,2023-12-10,328756.23
2799,1704,1059268439,savings,2025-12-23,319887.34
2800,1705,4091375025,savings,2025-10-05,469585.72
2801,1705,4459699841,loan,2025-10-17,110987.73
2802,1706,8553158037,current,2024-07-17,262679.5
2803,1707,1186602877,current,2025-09-21,93240.58
2804,1707,6270275768,loan,2025-09-02,11641.93
2805,1708,8112609378,savings,2026-05-13,91955.15
2806,1709,7465884763,current,2025-09-07,404475.65
2807,1709,8358326211,current,2025-08-21,186658.41
2808,1710,8094938267,loan,2025-11-07,242687.42
2809,1710,8221002264,savings,2025-12-03,97057.16
2810,1711,6123506001,savings,2026-07-17,494161.89
2811,1711,6490831619,current,2026-05-23,280366.54
2812,1712,6146410580,loan,2025-10-14,95916.52
2813,1712,9921202683,savings,2025-12-12,320859.47
2814,1713,9863310215,savings,2024-07-29,172261.89
2815,1713,5939573153,current,2024-07-17,207470.61
2816,1714,2333091169,current,2025-02-04,353375.39
2817,1714,1073374453,loan,2025-01-01,312693.11
2818,1715,6535669418,savings,2026-02-04,43602.7
2819,1715,4733853879,current,2026-01-11,233900.74
2820,1716,1830780291,loan,2025-03-08,250246.33
2821,1717,9102345718,current,2026-02-24,488693.27
2822,1717,4217826407,current,2026-03-17,172803.74
2823,1718,4815628984,current,2026-01-05,345048.29
2824,1718,8505245748,savings,2026-01-06,202900.44
2825,1719,3284246840,savings,2025-03-15,172469.06
2826,1719,5099027559,current,2025-02-10,379803.43
2827,1720,1606623524,savings,2024-08-06,343519.19
2828,1720,5154580961,current,2024-08-21,7354.57
2829,1721,8001834840,current,2026-06-01,120114.18
2830,1722,9923439164,loan,2025-07-01,484399.71
2831,1723,8119236700,savings,2024-06-28,198671.32
2832,1724,6766732733,savings,2026-05-15,196961.96
2833,1724,9874243088,loan,2026-06-03,371603.58
2834,1725,1676393664,current,2026-03-24,430865.37
2835,1725,9632612211,loan,2026-02-23,285331.46
2836,1726,4494026549,current,2025-04-21,411406.15
2837,1726,3838196869,current,2025-02-17,260197.76
2838,1727,8238151525,current,2024-09-07,168863.94
2839,1727,2585159887,loan,2024-09-07,184491.92
2840,1728,9309825910,current,2025-10-31,21017.27
2841,1728,1073693328,current,2025-09-24,494730.28
2842,1729,9477537069,current,2025-12-24,88355.25
2843,1729,6356417327,loan,2025-12-25,164466.15
2844,1730,6523337300,loan,2023-08-09,23958.55
2845,1731,8073389261,loan,2025-09-09,150240.25
2846,1732,3837711769,savings,2024-03-25,11597.76
2847,1733,9446773492,savings,2025-09-10,282440.56
2848,1733,7209279811,savings,2025-11-04,224687.03
2849,1734,3319417861,loan,2026-02-07,115859.36
2850,1734,1692811325,savings,2026-04-01,148540.68
2851,1735,7717528790,loan,2025-03-28,100545.18
2852,1735,1075907810,savings,2025-02-12,225149.76
2853,1736,9346246379,current,2024-07-17,194059.2
2854,1737,1810434935,savings,2024-06-21,240504.5
2855,1737,1426940789,loan,2024-05-24,38639.44
2856,1738,6887740473,savings,2025-09-19,13425.87
2857,1738,8328747059,savings,2025-10-21,294864.35
2858,1739,5120984937,current,2026-10-03,189029.34
2859,1739,9339736236,loan,2026-09-03,405092.62
2860,1740,3559156534,loan,2025-01-24,310939.66
2861,1741,8981433752,savings,2024-03-27,274805.6
2862,1741,5005752641,loan,2024-05-26,498688.25
2863,1742,2054503202,current,2026-04-05,243212.65
2864,1742,8470866305,savings,2026-03-22,463178.18
2865,1743,5951068978,current,2024-04-01,67043.26
2866,1744,5099770219,loan,2023-12-11,360622.94
2867,1744,1377489981,loan,2023-12-21,243618.68
2868,1745,4397184613,current,2026-09-26,112684
2869,1745,3594401349,loan,2026-07-17,168509.32
2870,1746,9226121834,current,2025-10-02,203108.48
2871,1746,7616795779,savings,2025-12-10,303834.01
2872,1747,2313769187,current,2025-01-14,337412.12
2873,1747,2420886493,loan,2024-12-27,374815.07
2874,1748,9076375703,savings,2026-03-07,368416.68
2875,1748,3518074132,savings,2026-02-13,36205.92
2876,1749,8996061761,savings,2024-01-17,296326.62
2877,1749,6963086979,savings,2024-01-18,34005.93
2878,1750,3115072724,loan,2024-12-04,377943.41
2879,1750,9279249123,current,2024-10-16,437379.18
2880,1751,4329340106,savings,2025-12-27,492483.84
2881,1752,9235052452,savings,2024-12-12,262439.71
2882,1753,2726029831,current,2023-08-05,153770.65
2883,1753,6474721744,loan,2023-07-21,276659.45
2884,1754,6045394388,savings,2025-09-11,180992.02
2885,1755,7781757740,current,2023-12-15,1299.25
2886,1756,4888950784,loan,2025-10-26,159282.97
2887,1756,6549629407,loan,2025-09-23,4441.4
2888,1757,1042114736,savings,2024-01-06,438346.9
2889,1757,2226858616,loan,2024-02-19,286965.03
2890,1758,9843106126,loan,2025-04-26,217828.76
2891,1758,5954559139,loan,2025-04-11,446038.5
2892,1759,4523371934,savings,2026-05-07,93655.25
2893,1759,6211791276,loan,2026-05-28,363176.83
2894,1760,6061623284,current,2026-06-11,1079.72
2895,1761,4474014642,current,2025-10-10,395113.07
2896,1762,7908144351,savings,2024-02-28,448029.97
2897,1762,9385261448,savings,2024-01-31,352958.95
2898,1763,7570276418,savings,2024-11-14,224653.04
2899,1763,2677169063,savings,2024-11-12,289678.91
2900,1764,8036727668,savings,2023-10-13,185308.35
2901,1764,6743685437,savings,2023-10-17,104018.09
2902,1765,9063354601,loan,2026-08-07,435449.5
2903,1765,8956382448,savings,2026-07-18,288628.34
2904,1766,7243376117,current,2025-11-14,419306.12
2905,1767,1527910605,savings,2024-10-04,225987.2
2906,1768,4198396483,loan,2024-06-04,236754.64
2907,1768,6943570786,savings,2024-05-06,66914.84
2908,1769,7197534560,current,2025-07-12,231943.29
2909,1769,3045874590,loan,2025-07-19,137654.5
2910,1770,4560605068,current,2024-03-17,224026
2911,1770,6322152760,current,2024-01-05,366623.09
2912,1771,7937131727,savings,2025-11-18,240821.47
2913,1772,2845178782,current,2025-01-16,397316.28
2914,1772,4560772679,savings,2024-12-15,83685.06
2915,1773,9767674018,savings,2026-04-18,290521.95
2916,1774,8172046613,current,2026-04-24,194002.95
2917,1774,3927027068,savings,2026-04-04,438960.01
2918,1775,5100979040,current,2026-05-13,483715.55
2919,1776,7299167898,savings,2026-07-28,277551.56
2920,1776,8044458666,loan,2026-09-07,467105.26
2921,1777,3707812596,savings,2026-05-13,198243.41
2922,1778,9901322265,current,2024-12-22,76175.76
2923,1778,8506639788,loan,2025-01-11,332644.95
2924,1779,1754158644,savings,2023-08-01,66035.79
2925,1779,7719121320,current,2023-08-07,320254.88
2926,1780,5832051216,current,2025-09-07,454917.07
2927,1780,6374911275,loan,2025-09-06,287871.17
2928,1781,2297024522,savings,2025-04-30,219859.61
2929,1782,8431715314,current,2024-06-14,147177.15
2930,1782,8866838853,loan,2024-06-19,452444.36
2931,1783,5609382388,current,2025-01-20,430261.27
2932,1783,7679609169,savings,2025-04-14,77588.06
2933,1784,8823328703,current,2025-07-28,115772.2
2934,1785,7015730917,current,2026-07-15,384047.33
2935,1785,7771831942,current,2026-06-28,281903.94
2936,1786,5796183508,savings,2025-09-17,234585.39
2937,1786,9559887009,savings,2025-09-07,432282.42
2938,1787,1432956735,current,2026-01-14,148172.61
2939,1787,7185258180,savings,2026-01-29,227974.25
2940,1788,7096874399,savings,2024-12-20,191096.75
2941,1788,3269412188,current,2025-02-14,127458.2
2942,1789,9806208384,savings,2024-12-23,219688.32
2943,1789,9277093718,savings,2024-12-30,345785.46
2944,1790,8535421014,savings,2024-06-29,63415.03
2945,1790,9337701781,loan,2024-07-29,65936.71
2946,1791,2392053897,current,2025-01-31,27903.29
2947,1791,9586573937,current,2025-01-17,92727.43
2948,1792,7471545932,savings,2025-09-20,60603.36
2949,1793,9504907168,loan,2026-08-08,49786.02
2950,1794,6348961286,loan,2025-04-21,309169.98
2951,1795,7738426647,current,2025-09-07,407987.74
2952,1795,6444176299,current,2025-09-07,138797.41
2953,1796,9259971332,current,2025-10-19,432499.95
2954,1796,4445500202,savings,2025-09-06,211900.89
2955,1797,9932392757,current,2025-11-10,18268.73
2956,1797,2797740873,savings,2025-11-23,382810.57
2957,1798,9993329624,current,2026-06-13,348606.98
2958,1798,1338603042,loan,2026-07-20,45293.65
2959,1799,1760424417,current,2024-12-17,213926.41
2960,1799,9751699129,savings,2024-12-01,62745.68
2961,1800,6781289169,current,2024-03-27,208632.89
2962,1800,4223828644,loan,2024-03-03,223497.77
2963,1801,2295963501,current,2025-06-15,482817.66
2964,1801,2984585087,savings,2025-06-10,424936.28
2965,1802,8035311191,loan,2025-05-28,471818.46
2966,1802,2204435082,savings,2025-04-27,120622.03
2967,1803,5939314433,current,2024-07-02,304979.19
2968,1803,4035956498,savings,2024-05-17,193960.09
2969,1804,1538654355,loan,2024-07-23,498707.73
2970,1805,4480995208,savings,2024-10-20,243730.51
2971,1806,5216275790,savings,2024-10-15,472862.71
2972,1806,3493566778,loan,2024-12-08,181550.19
2973,1807,3924123415,current,2026-02-09,296694.44
2974,1807,2891594315,current,2026-04-27,192599.8
2975,1808,7290696472,savings,2024-05-14,204709.35
2976,1809,9386351292,savings,2026-02-13,121664.95
2977,1809,7775533938,current,2026-02-02,409147.96
2978,1810,3670710529,current,2024-03-11,28420.94
2979,1810,5702082132,loan,2024-05-10,130206.2
2980,1811,4276901019,loan,2026-07-04,400990.88
2981,1812,3734469349,current,2024-11-06,405264.4
2982,1812,5769567720,loan,2024-10-08,398394.04
2983,1813,9635748396,current,2025-08-29,183110.47
2984,1814,9976336489,savings,2026-08-09,117792.54
2985,1814,4641804384,current,2026-08-15,186768.04
2986,1815,5925965672,current,2026-07-30,357105.23
2987,1815,3665309212,current,2026-08-01,123254.85
2988,1816,4433248078,savings,2024-02-19,371377.73
2989,1817,6358738309,savings,2025-06-18,477636.45
2990,1817,4432712686,savings,2025-07-03,288001.29
2991,1818,2024882217,current,2023-09-13,118124.64
2992,1818,1236677517,loan,2023-09-10,252982
2993,1819,6978418029,loan,2023-10-10,24508.13
2994,1820,9926452504,savings,2026-07-21,425997.48
2995,1820,2946805368,current,2026-06-04,60829.47
2996,1821,2097093580,current,2025-02-04,250064.9
2997,1821,3061446372,current,2025-01-25,398904.56
2998,1822,9856440874,current,2026-05-27,353623.62
2999,1822,2897586005,loan,2026-03-08,236292.57
3000,1823,1264525869,current,2025-02-24,448411.52
3001,1823,8437355800,current,2025-01-05,4766.36
3002,1824,6486937400,current,2024-05-25,32514
3003,1824,8093124894,savings,2024-05-03,147447.62
3004,1825,5719598730,loan,2025-10-17,372884.11
3005,1826,6829471025,savings,2025-04-10,439387.51
3006,1826,2058071469,loan,2025-03-16,367843.27
3007,1827,8212852695,loan,2026-06-11,413102.43
3008,1828,7807671540,savings,2025-11-27,492509.25
3009,1828,5945335582,savings,2025-12-28,274448.01
3010,1829,2477430475,current,2024-01-16,147357.46
3011,1830,7193596269,loan,2024-04-13,162495.91
