CustomerKey,CustomerID,CustomerNumber,CustomerName,FirstName,LastName,Country,MaritalStatus,Gender,Birthdate
1692,12691,AW00012691,Rafael Andersen,Rafael,Andersen,Australia,Married,Male,1977-08-08
1693,12692,AW00012692,Glenn Lu,Glenn,Lu,Australia,Single,Male,1977-01-22
1694,12693,AW00012693,Ruth Gonzalez,Ruth,Gonzalez,Australia,Married,Female,1976-07-08
1695,12694,AW00012694,Jay Arthur,Jay,Arthur,Australia,Single,Male,1983-01-07
1696,12695,AW00012695,Kari Ruiz,Kari,Ruiz,Australia,Married,Female,1976-08-01
1697,12696,AW00012696,Stacey Hu,Stacey,Hu,Australia,Married,Female,1982-03-13
1698,12697,AW00012697,Brenda Stone,Brenda,Stone,Australia,Single,Female,1975-12-22
1699,12698,AW00012698,Mohamed Pal,Mohamed,Pal,Australia,Married,Male,1981-05-10
1700,12699,AW00012699,Amy Chow,Amy,Chow,Australia,Married,Female,1975-09-15
1701,12700,AW00012700,Mindy Kumar,Mindy,Kumar,Australia,Married,Female,1976-09-16
1702,12701,AW00012701,Gary Gutierrez,Gary,Gutierrez,Australia,Married,Male,1982-10-14
1703,12702,AW00012702,Yolanda Shan,Yolanda,Shan,Australia,Married,Female,1977-03-06
1704,12703,AW00012703,Renee Suarez,Renee,Suarez,Australia,Married,Female,1976-12-17
1705,12704,AW00012704,Barbara Nara,Barbara,Nara,Australia,Married,Female,1976-10-13
1706,12705,AW00012705,Andre Garcia,Andre,Garcia,Australia,Married,Male,1980-08-06
1707,12706,AW00012706,Louis Liang,Louis,Liang,Australia,Married,Male,1980-01-10
1708,12707,AW00012707,Ian Lewis,Ian,Lewis,United States,Married,Male,1947-03-28
1709,12708,AW00012708,Bonnie Pal,Bonnie,Pal,United States,Married,Female,1952-04-21
1710,12709,AW00012709,Ian Rodriguez,Ian,Rodriguez,United States,Married,Male,1946-07-14
1711,12710,AW00012710,Dalton Evans,Dalton,Evans,Canada,Single,Male,1946-12-17
1712,12711,AW00012711,Heather Zheng,Heather,Zheng,France,Single,Female,1978-10-18
1713,12712,AW00012712,Arthur Romero,Arthur,Romero,Germany,Single,Male,1979-02-14
1714,12713,AW00012713,Deborah Xie,Deborah,Xie,Germany,Single,Female,1978-12-07
1715,12714,AW00012714,Colleen Lu,Colleen,Lu,Germany,Single,Female,1979-01-14
1716,12715,AW00012715,Eddie Gill,Eddie,Gill,Australia,Married,Male,1969-01-14
1717,12716,AW00012716,Dale Shen,Dale,Shen,France,Single,Male,1979-09-13
1718,12717,AW00012717,Hannah Wood,Hannah,Wood,France,Married,Female,1979-12-05
1719,12718,AW00012718,Tammy Sai,Tammy,Sai,France,Single,Female,1980-05-13
1720,12719,AW00012719,Cheryl Ruiz,Cheryl,Ruiz,France,Single,Female,1985-11-30
1721,12720,AW00012720,Nicolas Chande,Nicolas,Chande,France,Single,Male,1980-05-01
1722,12721,AW00012721,Rebekah Martinez,Rebekah,Martinez,Germany,Single,Female,1979-07-14
1723,12722,AW00012722,Latasha Gomez,Latasha,Gomez,Germany,Single,Female,1985-08-11
1724,12723,AW00012723,Kurt Jai,Kurt,Jai,France,Married,Male,1986-05-13
1725,12724,AW00012724,Eddie Martin,Eddie,Martin,Germany,Single,Male,1985-07-23
1726,12725,AW00012725,Gabrielle James,Gabrielle,James,Germany,Married,Female,1916-02-10
1727,12726,AW00012726,Kurt Goel,Kurt,Goel,Germany,Single,Male,1985-08-18
1728,12727,AW00012727,Amanda Ross,Amanda,Ross,France,Single,Female,1985-10-10
1729,12728,AW00012728,Jeremiah Stewart,Jeremiah,Stewart,Germany,Single,Male,1984-12-23
1730,12729,AW00012729,Jose Perry,Jose,Perry,United Kingdom,Single,Male,1984-11-12
1731,12730,AW00012730,Karla Becker,Karla,Becker,United Kingdom,Single,Female,1984-04-14
1732,12731,AW00012731,Steven Murphy,Steven,Murphy,Germany,Single,Male,1984-09-10
1733,12732,AW00012732,Todd Guo,Todd,Guo,France,Single,Male,1977-08-20
1734,12733,AW00012733,Lacey Cai,Lacey,Cai,United Kingdom,Single,Female,1977-08-26
1735,12734,AW00012734,Margaret Zhou,Margaret,Zhou,France,Single,Female,1978-04-02
1736,12735,AW00012735,Donald Mehta,Donald,Mehta,Germany,Single,Male,1983-10-16
1737,12736,AW00012736,Diana Ruiz,Diana,Ruiz,Germany,Single,Female,1978-01-23
1738,12737,AW00012737,Brett Chandra,Brett,Chandra,France,Single,Male,1978-07-19
1739,12738,AW00012738,Melinda Rubio,Melinda,Rubio,Germany,Married,Female,1978-12-14
1740,12739,AW00012739,Evan Young,Evan,Young,United Kingdom,Married,Male,1979-06-11
1741,12740,AW00012740,Kathryn Goel,Kathryn,Goel,United Kingdom,Single,Female,1978-05-27
1742,12741,AW00012741,Raymond Sam,Raymond,Sam,Germany,Single,Male,1977-08-02
1743,12742,AW00012742,Samantha Martinez,Samantha,Martinez,Germany,Single,Female,1978-05-22
1744,12743,AW00012743,Carl Kumar,Carl,Kumar,United Kingdom,Married,Male,1978-06-18
1745,12744,AW00012744,Anna Moore,Anna,Moore,United Kingdom,Single,Female,1978-05-27
1746,12745,AW00012745,Rafael Wu,Rafael,Wu,United Kingdom,Single,Male,1977-12-11
1747,12746,AW00012746,Juan Torres,Juan,Torres,United Kingdom,Single,Male,1976-10-15
1748,12747,AW00012747,Colleen Hu,Colleen,Hu,Germany,Single,Female,1982-10-29
1749,12748,AW00012748,Grace Bell,Grace,Bell,France,Single,Female,1977-02-07
1750,12749,AW00012749,Miguel Lee,Miguel,Lee,France,Single,Male,1976-08-29
1751,12750,AW00012750,Teresa Vazquez,Teresa,Vazquez,France,Single,Female,1976-02-08
1752,12751,AW00012751,Priscilla Xu,Priscilla,Xu,Germany,Single,Female,1976-06-10
1753,12752,AW00012752,Jonathon Alvarez,Jonathon,Alvarez,France,Single,Male,1976-05-17
1754,12753,AW00012753,Ramon Zhao,Ramon,Zhao,France,Single,Male,1976-11-16
1755,12754,AW00012754,Lindsey Deng,Lindsey,Deng,France,Married,Female,1981-06-16
1756,12755,AW00012755,Chloe Hughes,Chloe,Hughes,United States,Single,Female,1981-03-31
1757,12756,AW00012756,Antonio Butler,Antonio,Butler,United States,Single,Male,1980-12-23
1758,12757,AW00012757,Sara Ramirez,Sara,Ramirez,United States,Single,Female,1980-06-18
1759,12758,AW00012758,Stephanie Ramirez,Stephanie,Ramirez,United States,Married,Female,1935-07-11
1760,12759,AW00012759,Jada Sanders,Jada,Sanders,United States,Married,Female,1937-01-10
1761,12760,AW00012760,Krista Gomez,Krista,Gomez,Canada,Single,Female,1971-07-26
1762,12761,AW00012761,Alexandra Richardson,Alexandra,Richardson,United States,Single,Female,1971-09-01
1763,12762,AW00012762,Jonathan Smith,Jonathan,Smith,United States,Married,Male,1964-12-16
1764,12763,AW00012763,Chloe Russell,Chloe,Russell,Canada,Married,Female,1969-08-01
1765,12764,AW00012764,Alexandra Harris,Alexandra,Harris,United States,Married,Female,1964-08-13
1766,12765,AW00012765,Robyn Gill,Robyn,Gill,Canada,Married,Female,1959-11-17
1767,12766,AW00012766,Jordyn Bryant,Jordyn,Bryant,United States,Married,Female,1971-02-08
1768,12767,AW00012767,Christopher Robinson,Christopher,Robinson,United States,Married,Male,1960-05-02
1769,12768,AW00012768,Johnathan Chapman,Johnathan,Chapman,United States,Married,Male,1959-11-23
1770,12769,AW00012769,Thomas Zhang,Thomas,Zhang,United States,Married,Male,1960-09-17
1771,12770,AW00012770,Charles Evans,Charles,Evans,United States,Married,Male,1966-09-19
1772,12771,AW00012771,Morgan Thomas,Morgan,Thomas,United States,Married,Female,1966-10-18
1773,12772,AW00012772,Abigail Clark,Abigail,Clark,United States,Married,Female,1960-10-22
1774,12773,AW00012773,Samantha Taylor,Samantha,Taylor,United States,Married,Female,1961-05-08
1775,12774,AW00012774,Kristen Gao,Kristen,Gao,United States,Married,Female,1971-09-18
1776,12775,AW00012775,Connor Griffin,Connor,Griffin,United States,Married,Male,1972-03-03
1777,12776,AW00012776,Blake Campbell,Blake,Campbell,United States,Married,Male,1960-07-17
1778,12777,AW00012777,Joseph Anderson,Joseph,Anderson,United States,Married,Male,1961-11-19
1779,12778,AW00012778,Connie Morgan,Connie,Morgan,United States,Married,Female,1961-10-06
1780,12779,AW00012779,Mason Rogers,Mason,Rogers,United States,Married,Male,1962-01-31
1781,12780,AW00012780,Jeremy Richardson,Jeremy,Richardson,United States,Married,Male,1967-03-19
1782,12781,AW00012781,Emma James,Emma,James,Canada,Married,Female,1961-12-26
1783,12782,AW00012782,Elizabeth Long,Elizabeth,Long,Canada,Married,Female,1978-03-12
1784,12783,AW00012783,Jerome Gutierrez,Jerome,Gutierrez,Canada,Married,Male,1961-10-06
1785,12784,AW00012784,Jonathan Campbell,Jonathan,Campbell,United States,Married,Male,1961-09-04
1786,12785,AW00012785,Javier Ortega,Javier,Ortega,Canada,Married,Male,1967-03-19
1787,12786,AW00012786,James Yang,James,Yang,United States,Married,Male,1961-08-31
1788,12787,AW00012787,Katelyn Cook,Katelyn,Cook,United States,Single,Female,1967-10-18
1789,12788,AW00012788,Amanda Nelson,Amanda,Nelson,United States,Married,Female,1962-12-26
1790,12789,AW00012789,Jamie Zeng,Jamie,Zeng,United States,Married,Female,1962-10-22
1791,12790,AW00012790,Brandon Kumar,Brandon,Kumar,United States,Single,Male,1964-04-03
1792,12791,AW00012791,Angelica Foster,Angelica,Foster,United States,Single,Female,1975-03-23
1793,12792,AW00012792,Blake White,Blake,White,United States,Married,Male,1963-09-18
1794,12793,AW00012793,Jessie Guo,Jessie,Guo,United States,Married,Male,1969-04-13
1795,12794,AW00012794,Megan Jackson,Megan,Jackson,United States,Single,Female,1965-04-06
1796,12795,AW00012795,Antonio Foster,Antonio,Foster,Canada,Married,Male,1964-10-09
1797,12796,AW00012796,Jason Zhang,Jason,Zhang,United States,Married,Male,1964-09-04
1798,12797,AW00012797,Patrick Howard,Patrick,Howard,United States,Single,Male,1965-02-19
1799,12798,AW00012798,Andy Gutierrez,Andy,Gutierrez,France,Married,Male,1973-07-13
1800,12799,AW00012799,George Chandra,George,Chandra,Germany,Married,Male,1984-12-09
1801,12800,AW00012800,Lacey Chen,Lacey,Chen,Germany,Married,Female,1973-09-18
1802,12801,AW00012801,Melody Browning,Melody,Browning,Germany,Single,Female,1973-07-04
1803,12802,AW00012802,Alan Sun,Alan,Sun,Germany,Single,Male,1973-10-16
1804,12803,AW00012803,Heather Li,Heather,Li,United Kingdom,Married,Female,1973-09-15
1805,12804,AW00012804,Jaclyn Chander,Jaclyn,Chander,France,Single,Female,1973-12-02
1806,12805,AW00012805,Marvin Moreno,Marvin,Moreno,France,Married,Male,1973-12-11
1807,12806,AW00012806,Ronnie Zeng,Ronnie,Zeng,Germany,Married,Male,1973-09-15
1808,12807,AW00012807,Nina Kumar,Nina,Kumar,Germany,Single,Female,1974-02-01
1809,12808,AW00012808,Marc Schmidt,Marc,Schmidt,United Kingdom,Married,Male,1973-11-08
1810,12809,AW00012809,Michele Navarro,Michele,Navarro,Germany,Married,Female,1973-03-21
1811,12810,AW00012810,Chase Stewart,Chase,Stewart,Germany,Married,Male,1932-01-25
1812,12811,AW00012811,Marc Serrano,Marc,Serrano,Germany,Single,Male,1978-04-16
1813,12812,AW00012812,Brandi Sanz,Brandi,Sanz,France,Married,Female,1973-02-17
1814,12813,AW00012813,Reginald Ramos,Reginald,Ramos,Germany,Married,Male,1973-05-07
1815,12814,AW00012814,Casey Sharma,Casey,Sharma,Germany,Single,Female,1983-10-04
1816,12815,AW00012815,Dominique Mehta,Dominique,Mehta,Germany,Married,Female,1972-12-23
1817,12816,AW00012816,Tammy Mehta,Tammy,Mehta,Germany,Single,Female,1977-06-20
1818,12817,AW00012817,Theodore Suarez,Theodore,Suarez,France,Single,Male,1971-08-09
1819,12818,AW00012818,Curtis She,Curtis,She,France,Married,Male,1971-08-18
1820,12819,AW00012819,Nicolas Chander,Nicolas,Chander,France,Single,Male,1977-04-19
1821,12820,AW00012820,Derek Tang,Derek,Tang,France,Single,Male,1971-08-09
1822,12821,AW00012821,Cesar McDonald,Cesar,McDonald,France,Married,Male,1978-06-11
1823,12822,AW00012822,Alexandra James,Alexandra,James,Germany,Married,Female,1978-05-20
1824,12823,AW00012823,Bethany She,Bethany,She,France,Married,Female,1933-05-16
1825,12824,AW00012824,Kristopher Subram,Kristopher,Subram,France,Single,Male,1971-11-03
1826,12825,AW00012825,Kelvin Hu,Kelvin,Hu,Germany,Married,Male,1971-07-20
1827,12826,AW00012826,Caleb Gonzalez,Caleb,Gonzalez,Germany,Single,Male,1971-01-04
1828,12827,AW00012827,Nicolas Raje,Nicolas,Raje,Germany,Single,Male,1971-01-12
1829,12828,AW00012828,Carol Rubio,Carol,Rubio,Germany,Single,Female,1975-06-01
1830,12829,AW00012829,Micah Li,Micah,Li,Germany,Single,Male,1970-01-11
1831,12830,AW00012830,Russell Raje,Russell,Raje,France,Single,Male,1970-06-23
1832,12831,AW00012831,Kathryn Lal,Kathryn,Lal,Germany,Single,Female,1975-01-12
1833,12832,AW00012832,Douglas Prasad,Douglas,Prasad,Germany,Single,Male,1969-10-19
1834,12833,AW00012833,Sheena Goel,Sheena,Goel,Germany,Single,Female,1975-01-13
1835,12834,AW00012834,Kelsey Xie,Kelsey,Xie,France,Married,Female,1975-03-10
1836,12835,AW00012835,Karl Yuan,Karl,Yuan,Germany,Single,Male,1969-03-21
1837,12836,AW00012836,Rodney Munoz,Rodney,Munoz,United Kingdom,Single,Male,1968-08-30
1838,12837,AW00012837,Nicole Anderson,Nicole,Anderson,Germany,Married,Female,1939-03-27
1839,12838,AW00012838,Ralph Beck,Ralph,Beck,Germany,Married,Male,1971-11-08
1840,12839,AW00012839,Dominique Fernandez,Dominique,Fernandez,United Kingdom,Single,Female,1971-12-16
1841,12840,AW00012840,Naomi Sanz,Naomi,Sanz,United Kingdom,Married,Female,1945-08-08
1842,12841,AW00012841,Yolanda Xie,Yolanda,Xie,France,Single,Female,1976-08-20
1843,12842,AW00012842,Kelvin Becker,Kelvin,Becker,France,Single,Male,1981-08-30
1844,12843,AW00012843,Summer Smith,Summer,Smith,France,Single,Female,1971-01-30
1845,12844,AW00012844,Gerald Gonzalez,Gerald,Gonzalez,Germany,Married,Male,1970-09-25
1846,12845,AW00012845,Angela Torres,Angela,Torres,Germany,Married,Female,1976-11-24
1847,12846,AW00012846,Bridget Nara,Bridget,Nara,Germany,Single,Female,1970-01-03
1848,12847,AW00012847,Colin Chander,Colin,Chander,United Kingdom,Married,Male,1970-01-14
1849,12848,AW00012848,Brittney Lu,Brittney,Lu,United Kingdom,Married,Female,1970-05-02
1850,12849,AW00012849,Adam Baker,Adam,Baker,France,Single,Male,1974-02-22
1851,12850,AW00012850,Johnny Raji,Johnny,Raji,Germany,Single,Male,1982-12-04
1852,12851,AW00012851,Brandy Sai,Brandy,Sai,France,Single,Female,1985-03-25
1853,12852,AW00012852,Teresa Carlson,Teresa,Carlson,Germany,Single,Female,1984-08-03
1854,12853,AW00012853,Evelyn Malhotra,Evelyn,Malhotra,United Kingdom,Married,Female,1969-02-21
1855,12854,AW00012854,Reginald Romero,Reginald,Romero,United Kingdom,Married,Male,1968-11-19
1856,12855,AW00012855,Philip Diaz,Philip,Diaz,United Kingdom,Married,Male,1968-08-02
1857,12856,AW00012856,Rosa Lin,Rosa,Lin,United Kingdom,Married,Female,1979-10-01
1858,12857,AW00012857,Raul Kumar,Raul,Kumar,United Kingdom,Married,Male,1969-02-13
1859,12858,AW00012858,Adriana Mehta,Adriana,Mehta,Germany,Single,Female,1967-10-19
1860,12859,AW00012859,Evelyn Gonzalez,Evelyn,Gonzalez,United Kingdom,Single,Female,1968-02-14
1861,12860,AW00012860,Jillian Prasad,Jillian,Prasad,United Kingdom,Married,Female,1973-03-21
1862,12861,AW00012861,Robyn Jimenez,Robyn,Jimenez,United Kingdom,Married,Female,1973-03-21
1863,12862,AW00012862,Melinda Ortega,Melinda,Ortega,France,Single,Female,1983-08-11
1864,12863,AW00012863,Caleb Zhang,Caleb,Zhang,Germany,Single,Male,1984-02-22
1865,12864,AW00012864,Michelle Townsend,Michelle,Townsend,United Kingdom,Single,Female,1983-10-31
1866,12865,AW00012865,Brandy Martinez,Brandy,Martinez,United Kingdom,Married,Female,1981-09-21
1867,12866,AW00012866,Janelle Fernandez,Janelle,Fernandez,France,Single,Female,1980-12-15
1868,12867,AW00012867,Laura Ye,Laura,Ye,Germany,Single,Female,1981-01-16
1869,12868,AW00012868,Julie Anand,Julie,Anand,France,Single,Female,1980-11-09
1870,12869,AW00012869,Alisha Tang,Alisha,Tang,France,Married,Female,1981-09-22
1871,12870,AW00012870,Tyrone Munoz,Tyrone,Munoz,Germany,Single,Male,1982-03-19
1872,12871,AW00012871,Leah Li,Leah,Li,United Kingdom,Single,Female,1982-04-05
1873,12872,AW00012872,Olivia Hughes,Olivia,Hughes,Germany,Single,Female,1980-11-07
1874,12873,AW00012873,Mandar Samant,Mandar,Samant,United Kingdom,Single,Female,1980-03-17
1875,12874,AW00012874,Kirk Nason,Kirk,Nason,United Kingdom,Single,Female,1980-03-04
1876,12875,AW00012875,Brianna Ross,Brianna,Ross,United States,Single,Female,1964-11-11
1877,12876,AW00012876,Blake Robinson,Blake,Robinson,United States,Married,Male,1965-01-18
1878,12877,AW00012877,Alexander Williams,Alexander,Williams,United States,Married,Male,1964-11-01
1879,12878,AW00012878,Gilbert Sun,Gilbert,Sun,United States,Married,Male,1978-03-14
1880,12879,AW00012879,Elijah Nelson,Elijah,Nelson,United States,Married,Male,1983-07-13
1881,12880,AW00012880,Luis Hayes,Luis,Hayes,Canada,Single,Male,1979-03-11
1882,12881,AW00012881,Isabella Edwards,Isabella,Edwards,United States,Single,Female,1979-05-14
1883,12882,AW00012882,Eduardo Allen,Eduardo,Allen,United States,Married,Male,1978-09-24
1884,12883,AW00012883,Stephanie Bailey,Stephanie,Bailey,United States,Single,Female,1977-05-05
1885,12884,AW00012884,Megan Williams,Megan,Williams,United States,Single,Female,1976-11-08
1886,12885,AW00012885,Jonathan Anderson,Jonathan,Anderson,United States,Married,Male,1982-08-11
1887,12886,AW00012886,Jocelyn Long,Jocelyn,Long,United States,Single,Female,1982-10-30
1888,12887,AW00012887,Brendan Pal,Brendan,Pal,United States,Married,Male,1976-08-12
1889,12888,AW00012888,Melissa Barnes,Melissa,Barnes,United States,Married,Female,1982-10-05
1890,12889,AW00012889,James Adams,James,Adams,United States,Married,Male,1977-05-26
1891,12890,AW00012890,Steven Thorpe,Steven,Thorpe,United States,Married,Male,1977-01-15
1892,12891,AW00012891,Kaylee King,Kaylee,King,United States,Married,Female,1976-10-13
1893,12892,AW00012892,Brian Peterson,Brian,Peterson,Canada,Married,Male,1977-10-08
1894,12893,AW00012893,Brittany Foster,Brittany,Foster,United States,Married,Female,1977-10-02
1895,12894,AW00012894,Natalie Walker,Natalie,Walker,United States,Married,Female,1978-02-04
1896,12895,AW00012895,Destiny Anderson,Destiny,Anderson,Canada,Married,Female,1975-10-04
1897,12896,AW00012896,Victoria Wood,Victoria,Wood,United States,Married,Female,1981-07-12
1898,12897,AW00012897,Alyssa Wilson,Alyssa,Wilson,United States,Married,Female,1975-07-06
1899,12898,AW00012898,Madeline Campbell,Madeline,Campbell,United States,Married,Female,1976-03-08
1900,12899,AW00012899,Ana Ross,Ana,Ross,United States,Married,Female,1976-01-08
1901,12900,AW00012900,Carlos Ward,Carlos,Ward,United States,Married,Male,1975-12-03
1902,12901,AW00012901,Robert Adams,Robert,Adams,United States,Married,Male,1974-08-12
1903,12902,AW00012902,Julia Stewart,Julia,Stewart,Canada,Single,Female,1974-10-20
1904,12903,AW00012903,John Sandstone,John,Sandstone,Canada,Single,Female,1980-09-28
1905,12904,AW00012904,Thomas Jai,Thomas,Jai,United States,Married,Male,1980-02-16
1906,12905,AW00012905,Alexandra Sanchez,Alexandra,Sanchez,United States,Married,Female,1975-03-10
1907,12906,AW00012906,Philip Ramos,Philip,Ramos,United States,Married,Male,1977-02-15
1908,12907,AW00012907,Julia Bryant,Julia,Bryant,United States,Married,Female,1977-05-22
1909,12908,AW00012908,Tyler Clark,Tyler,Clark,United States,Married,Male,1976-09-08
1910,12909,AW00012909,Kelsey Shan,Kelsey,Shan,United States,Married,Female,1982-05-21
1911,12910,AW00012910,Robert Brown,Robert,Brown,United States,Married,Male,1976-08-04
1912,12911,AW00012911,Sebastian Rogers,Sebastian,Rogers,United States,Single,Male,1986-04-21
1913,12912,AW00012912,Brianna Morris,Brianna,Morris,United States,Single,Female,1973-09-22
1914,12913,AW00012913,Benjamin Moore,Benjamin,Moore,United States,Married,Male,1979-02-19
1915,12914,AW00012914,Jill Miller,Jill,Miller,Canada,Single,Female,1983-10-05
1916,12915,AW00012915,Kaitlyn Alexander,Kaitlyn,Alexander,United States,Single,Female,1972-09-16
1917,12916,AW00012916,Natalie Ross,Natalie,Ross,Canada,Married,Female,1981-05-19
1918,12917,AW00012917,Vanessa Russell,Vanessa,Russell,United States,Married,Female,1975-08-30
1919,12918,AW00012918,Brooke Murphy,Brooke,Murphy,United States,Married,Female,1981-02-09
1920,12919,AW00012919,Carlos Hill,Carlos,Hill,Canada,Single,Male,1973-01-06
1921,12920,AW00012920,Kelly Henderson,Kelly,Henderson,United States,Single,Female,1973-03-12
1922,12921,AW00012921,Wyatt Lee,Wyatt,Lee,United States,Single,Male,1971-12-31
1923,12922,AW00012922,Jennifer Sanders,Jennifer,Sanders,United States,Single,Female,1982-09-09
1924,12923,AW00012923,Fernando Wright,Fernando,Wright,United States,Single,Male,1972-02-18
1925,12924,AW00012924,Devon Chande,Devon,Chande,United States,Married,Male,1972-04-07
1926,12925,AW00012925,Mackenzie Blue,Mackenzie,Blue,United States,Married,Female,1977-08-09
1927,12926,AW00012926,Sara Murphy,Sara,Murphy,United States,Married,Female,1972-01-15
1928,12927,AW00012927,Savannah Sanchez,Savannah,Sanchez,United States,Married,Female,1971-12-11
1929,12928,AW00012928,Carol Wright,Carol,Wright,Canada,Married,Female,1975-05-10
1930,12929,AW00012929,Vanessa Bryant,Vanessa,Bryant,United States,Married,Female,1974-09-02
1931,12930,AW00012930,Grace Harris,Grace,Harris,United States,Married,Female,1974-11-13
1932,12931,AW00012931,Ann Fernandez,Ann,Fernandez,United States,Single,Female,1975-04-04
1933,12932,AW00012932,Tyler Johnson,Tyler,Johnson,United States,Married,Male,1975-05-10
1934,12933,AW00012933,Jonathan Hall,Jonathan,Hall,United States,Married,Male,1980-02-07
1935,12934,AW00012934,Jason Foster,Jason,Foster,United States,Single,Male,1980-11-08
1936,12935,AW00012935,Robert Hill,Robert,Hill,United States,Married,Male,1980-04-30
1937,12936,AW00012936,Renee Moreno,Renee,Moreno,Canada,Single,Female,1970-09-24
1938,12937,AW00012937,Megan Wilson,Megan,Wilson,United States,Single,Female,1976-01-01
1939,12938,AW00012938,Edward Parker,Edward,Parker,United States,Single,Male,1970-08-08
1940,12939,AW00012939,Eduardo Parker,Eduardo,Parker,Canada,Single,Male,1970-09-30
1941,12940,AW00012940,Steven Rogers,Steven,Rogers,United States,Married,Male,1970-09-21
1942,12941,AW00012941,Maria Morgan,Maria,Morgan,United States,Single,Female,1976-05-06
1943,12942,AW00012942,Morgan Harris,Morgan,Harris,United States,Single,Female,1976-11-11
1944,12943,AW00012943,Caleb Perez,Caleb,Perez,United States,Single,Male,1970-08-17
1945,12944,AW00012944,Jose Jai,Jose,Jai,Canada,Married,Male,1971-01-18
1946,12945,AW00012945,Jessica Bailey,Jessica,Bailey,Canada,Married,Female,1970-09-21
1947,12946,AW00012946,Seth Allen,Seth,Allen,United States,Married,Male,1971-06-03
1948,12947,AW00012947,Isaiah Sanchez,Isaiah,Sanchez,United States,Single,Male,1969-08-16
1949,12948,AW00012948,Adam Kumar,Adam,Kumar,United States,Married,Male,1975-09-29
1950,12949,AW00012949,Morgan Rivera,Morgan,Rivera,United States,Single,Female,1970-06-18
1951,12950,AW00012950,Mary Adams,Mary,Adams,United States,Single,Female,1970-04-14
1952,12951,AW00012951,Blake Simmons,Blake,Simmons,United States,Single,Male,1974-12-02
1953,12952,AW00012952,Jennifer Hughes,Jennifer,Hughes,United States,Single,Female,1979-12-12
1954,12953,AW00012953,Catherine Cooper,Catherine,Cooper,United States,Single,Female,1969-05-11
1955,12954,AW00012954,Pedro Diaz,Pedro,Diaz,United States,Married,Male,1968-02-19
1956,12955,AW00012955,Theresa Hernandez,Theresa,Hernandez,United States,Single,Female,1968-03-09
1957,12956,AW00012956,Marshall Sun,Marshall,Sun,United States,Single,Male,1973-03-07
1958,12957,AW00012957,Isabella Lopez,Isabella,Lopez,United States,Single,Female,1968-02-23
1959,12958,AW00012958,Jennifer Campbell,Jennifer,Campbell,United States,Single,Female,1968-01-24
1960,12959,AW00012959,Sydney Carter,Sydney,Carter,Canada,Single,Female,1973-05-20
1961,12960,AW00012960,Ashley Lewis,Ashley,Lewis,United States,Single,Female,1973-11-08
1962,12961,AW00012961,Kimberly Murphy,Kimberly,Murphy,United States,Married,Female,1973-05-11
1963,12962,AW00012962,Jennifer Edwards,Jennifer,Edwards,United States,Married,Female,1973-04-18
1964,12963,AW00012963,Marcus Anderson,Marcus,Anderson,United States,Married,Male,1979-04-20
1965,12964,AW00012964,Xavier Russell,Xavier,Russell,Canada,Married,Male,1973-05-10
1966,12965,AW00012965,Cody Bell,Cody,Bell,United States,Married,Male,1967-03-19
1967,12966,AW00012966,Dennis Zhu,Dennis,Zhu,United States,Married,Male,1966-09-06
1968,12967,AW00012967,Fernando Rodriguez,Fernando,Rodriguez,United States,Married,Male,1966-10-08
1969,12968,AW00012968,Paige Butler,Paige,Butler,United States,Married,Female,1978-06-14
1970,12969,AW00012969,Richard Rodriguez,Richard,Rodriguez,Canada,Married,Male,1965-11-30
1971,12970,AW00012970,Angela Powell,Angela,Powell,Canada,Single,Female,1966-01-14
1972,12971,AW00012971,Carl Nara,Carl,Nara,United States,Married,Male,1965-08-30
1973,12972,AW00012972,Carolyn Suri,Carolyn,Suri,Canada,Single,Female,1978-06-18
1974,12973,AW00012973,Adrian Howard,Adrian,Howard,United States,Single,Male,1978-03-08
1975,12974,AW00012974,Marc Gill,Marc,Gill,United States,Single,Male,1972-08-27
1976,12975,AW00012975,Marcus Wilson,Marcus,Wilson,United States,Single,Male,1972-10-15
1977,12976,AW00012976,Hunter Thompson,Hunter,Thompson,United States,Single,Male,1972-12-18
1978,12977,AW00012977,Destiny Johnson,Destiny,Johnson,United States,Single,Female,1978-02-19
1979,12978,AW00012978,Danielle James,Danielle,James,United States,Married,Female,1934-05-15
1980,12979,AW00012979,Christina Ward,Christina,Ward,United States,Married,Female,1966-02-16
1981,12980,AW00012980,Max Moyer,Max,Moyer,United States,Married,Male,1965-02-10
1982,12981,AW00012981,Joe Sanz,Joe,Sanz,United States,Single,Male,1964-10-13
1983,12982,AW00012982,Brittany Patterson,Brittany,Patterson,United States,Married,Female,1974-11-13
1984,12983,AW00012983,Gabriella Carter,Gabriella,Carter,United States,Married,Female,1969-12-17
1985,12984,AW00012984,Adam Young,Adam,Young,Canada,Married,Male,1963-08-06
1986,12985,AW00012985,Hailey Roberts,Hailey,Roberts,United States,Married,Female,1963-11-08
1987,12986,AW00012986,Rachel Garcia,Rachel,Garcia,Canada,Married,Female,1964-03-06
1988,12987,AW00012987,Felicia Moreno,Felicia,Moreno,Australia,Married,Female,1980-05-08
1989,12988,AW00012988,Barbara Goel,Barbara,Goel,Australia,Single,Female,1980-01-23
1990,12989,AW00012989,Carly Goel,Carly,Goel,Australia,Married,Female,1975-05-13
1991,12990,AW00012990,Leslie Hernandez,Leslie,Hernandez,Australia,Single,Female,1975-04-14
